Timestamp,Email Address,Géopole / Geopole ,Niveau d'études / Level of study,Depuis combien de temps êtes-vous membre étudiant du CSBQ? / How long have you been a student member of the QCBS?,Ça fait combien de temps depuis que vous êtes membre étudiant du CSBQ? / How long has it been since you were a QCBS student member?,Que faites-vous maintenant? / What do you do now?,Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Ateliers R / R workshops],"Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Autres cours et ateliers / Other courses and workshops (Biodiversity Science course, QGIS, GIMP, SQL, etc.)]",Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Colloque annuel / Annual symposium],Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Réseau de chercheurs / Network of researchers],"Quel impact a eu le CSBQ sur votre parcours académique et/ou votre carrière jusqu'à maintenant? / What impact did the QCBS have on your academic and/or professional career so far? [Opportunités de leadership (postes de représentants, création d'ateliers, etc.) / Leadership opportunities (representative role, workshop creation, etc.)]","Si vous avez répondu ""fortement positif"" à une ou plusieurs des questions ci-dessus, SVP partagez un exemple d'impact positif qu'a eu le CSBQ sur votre parcours académique et/ou votre carrière. / If you answered ""strongly positive"" to any of the above, please share at least one example of how the QCBS has positively impacted your academic or professional career.",Comment évalueriez-vous l’influence du CSBQ sur votre développement en tant que chercheur(e)? / How would you rate the influence of the QCBS on your development as a researcher?,Combien de bourses avez-vous reçu du CSBQ? / How many awards have you received from the QCBS?," Si vous avez reçu une (ou plusieurs) bourses du CSBQ, qu’en avez-vous fait(es)? Si vous en avez reçu plusieurs, SVP partagez l'expérience qui vous a le plus bénéficié. / If you have received at least one award from the QCBS, what did you use it (or them) for? If you received many awards, please share your most beneficial experience.",Pensez-vous que les bourses du CSBQ vous ont permis d'accéder à des opportunités qui seraient autrement impossibles? / Do you think the QCBS awards allowed you to access opportunities that would otherwise have been impossible?,"Pour vous, le CSBQ c’est quoi en 2-3 mots? /What is the QCBS to you in 2-3 words?",Qu'est-ce que le CSBQ vous a apporté? / What have you gained from the QCBS?,Voulez-vous signer la lettre de soutien? / Would you like to sign the support letter?,Seriez-vous prêt à faire un témoignage vidéo? / Would you be interested in making a video testimonial?
3/5/2020 8:09:20,NA,Bishop's University,Post-Doc,> 2 ans/years,,Research Associate and Adjunct Professor,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,It gave me the financial opportunity to travel to prestigious international conferences and collaborate on research projects abroad. Unvaluable experience!,5,3 or more,2 conférences internationales et un groupe de travail de recherche collaboratif. Le groupe de travail qui était le plus bénéfique et m'a permis de travailler avec le STRI au Panama. La recherche en question a mené à la découverte que certaines espèces de méduses sembleraient être en péril dû à l'acidification des océans.,5,"Supporter, Accessible, Réactif","Des expériences et des techniques de recherche, en plus contacts académiques à l'international grâce à leur support financier et à leurs formations/mentorats en méthodes de recherches.",Oui,Yes
3/5/2020 8:10:51,NA,Université Laval,M. Sc.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,"Le colloque annuel du CSBQ m'a permis d'avoir une vue d'ensemble sur le domaine de l'écologie et sur la biodiversité, permettant de mettre en contexte mes travaux de recherche et les réorienter en fonction de la science la plus actuelle.",5,0,,,Rencontres Avant-garde Excellence,Un nouveau point de vue sur les enjeux de biodiversité.,Oui,No
3/5/2020 8:42:15,NA,McGill University,Post-Doc,1 - 2 ans/years,,,Positif / Positive,Positif / Positive,Positif / Positive,Neutre / Neutral,Neutre / Neutral,,4,0,,4,,,Oui,No
3/5/2020 8:46:53,NA,INRS-institut Armand Frappier,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Neutre / Neutral,Neutre / Neutral,,5,1,Présentation orale lors d'un congrès international,5,Organisme très utile pour la recherche,L'ouverture dans mon domaine qui est l'écologie,Oui,No
3/5/2020 9:10:53,NA,Université de Montréal,Ph.D.,> 2 ans/years,< 6 mois/months,Doctorat,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Neutre / Neutral,Neutre / Neutral,Neutre / Neutral,,4,0,,1,,,Oui,No
3/5/2020 9:20:37,NA,McGill University,Ph.D.,> 2 ans/years,< 6 mois/months,,Positif / Positive,Ne s'applique pas / Does not apply,Positif / Positive,Positif / Positive,Neutre / Neutral,,4,1,"I used the award to visit the Field Museum of Natural History in Chicago to get measurements of specimens for my master's research. Without this trip, I would not have been able to complete as thoroughly an analysis as I was able to. I also would not have been able to visit this museum without the support of the QCBS as the cost was quite high.",5,Network of excellent researchers,"I have gained insight as to the breadth of research conducted by Quebec academics (graduate students and professors). This research has been influentially at multiple scales (local, provincial, and global). The large network of researchers allow scientists to collaborate or ask questions with other scientists who would within similar fields. ",Oui,No
3/5/2020 10:08:54,NA,McGill University,M. Sc.,< 1 an/year,6 mois/months - 1 an/year,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,,5,1,,5,,,Oui,No
3/5/2020 10:11:30,NA,INRS-institut Armand Frappier,Post-Doc,1 - 2 ans/years,,Post-Doc,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Formation très intéressante et utile pour l'utilisation de R,4,0,,5,,,Oui,No
3/5/2020 10:48:03,NA,Université de Montréal,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,"Grâce au CSBQ, j'ai participé à des ateliers R et de plusieurs jours qui m'ont apporté des outils essentiels pour la réalisation de mon doctorat. Grâce au financement et à l'encadrement du CSBQ, j'ai organisé des activités pour les étudiant·es tout en apprenant des compétences transeversales comme la gestion par exemple. Grâce au colloque du CSBQ, j'ai pu présenter mes premiers résultats de mon doctorat et remporté un prix pour cela. Grâce au CSBQ, j'ai développé beaucoup de facettes importantes du monde de la recherche que je n'aurais pas eu la chance de developper autrement.",5,3 or more,Réaliser un projet de recherche à l'étranger qui prolonge mes résulats de doctorat.,5,Se réaliser autrement,"Des opportunités de recherches, des ateliers pour développer compétences et connaissances, un réseau pour rencontrer des collègues, du financement pour réaliser mes projets",Oui,Yes
3/5/2020 10:55:36,NA,Concordia University,Ph.D.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,The R workshops are extremely helpful for learning new things about R for my specific research. They are also beneficial since they help me retain my knowledge of R although I am not longer taking classes in it. The annual symposium is an all around great opportunity for everyone involved. ,4,1,"I received the QCBS excellence award and I used it to travel to my field site and collect data for my graduate studies. I was immensely helpful, and helped reduce my stress levels. ",4,My strategic cluster. ,"Access to beneficial knowledge for my research and various opportunities, including helping support my data collection. ",Oui,No
3/5/2020 11:00:48,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,,,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Neutre / Neutral,Positif / Positive,"I took the BIOME workshop which help me to understand how to properly use the bioinformatics software DADA2 so that I could integrate this software to my 16S sequencing analysis which was the central focus of my MSc work. In my field (microbial ecology), 16S is one of the most vastly used methods that is currently used to describe the the microbial community of an ecosystem. DADA2 is a tool that is slowly become the ""gold standard"" for 16S work so this workshop was extremely valuable for those members of the QCBS that work on microbial ecology. As a result of the course, I was able to introduce the rest of my labmates this tool and now they all use it.",4,0,,4,"Opportunities, open-minded, interdisciplinary",I have been able to participate on the QCBS symposium multiple times which is a tool that allows young researchers in Quebec to get a first experience of what going to a scientific conference is like. I gained priceless knowledge from the BIOME and R workshops that I still use and that I am even teaching to my colleagues. Other opprotunities such as the art exhibit and photo competitions allow young researchers to see that there are other aspects of the world of research other than publishing papers that can help us tell our story and make science more approachable to more people.,Oui,Yes
3/5/2020 11:02:31,NA,Université du Québec à Rimouski,M. Sc.,< 1 an/year,,,,,,,,,,,,,,,Oui,
3/5/2020 11:14:44,NA,Université de Montréal,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,Recherche d'emploi/ recherche de doctorat,Positif / Positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,"Réseautage, opportunités de partager mes recherches, apprentissages essentiels (programmation, statistiques).",4,1,J'ai reçu une bourse pour présenter mes recherches à l'international. ,4,"Opportunités, apprentissages.",,Oui,No
3/5/2020 11:16:02,NA,McGill University - Macdonald Campus,M. Sc.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,"The QCBS R workshops helped me complete my statistical analyses for my Master's, they were an invaluable resource.",5,1,"I used it to attend the US-Internation Landscape Ecology Conference in Fort Collins, Colorado.",5,"Community, support, learning","Knowledge of biodiversity research happening in QC, ability to use R, funding for conferences.",Oui,No
3/5/2020 11:17:34,NA,Université de Montréal,Ph.D.,> 2 ans/years,,,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,,5,2,"Avant même le début de ma maîtrise, participer à ma première conférence scientifique internationale lors de laquelle j'ai remporté un prix pour ma présentation orale",5,"Science engagée, Collaboration","Des outils et opportunités de développer un réseau et des compétences en communication scientifique, en analyses statistiques, en leadership, etc.",Oui,No
3/5/2020 11:20:27,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Given the opportunity to attend professional workshops and conferences,5,0,,5,,,Oui,No
3/5/2020 11:20:59,NA,McGill University - Macdonald Campus,Post-Doc,1 - 2 ans/years,1 - 2 ans/years,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"Wonderful training opportunities provided by QCBS in terms of R and QGIS workshop. Also, I am happy they have so many opportunities for conference and travel funding for students and postdocs.",5,0,,,Stronger biodiversity science,I've had the opportunities to use many of the R scripts and training programs QCBS has to offer. I am planning to apply for conference funding and attend courses offered by QCBS in the Fall.,Oui,Yes
3/5/2020 11:21:15,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,> 2 ans/years,still working on my thesis,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Neutre / Neutral,"Sans les ateliers R du CSBQ, je n'aurais pas réussi aussi bien mes analyses statistiques pour mon doctorat.",5,3 or more,Je suis allée à plusieurs conférences (maitrise-doc) dont une internationale en Norvège où j'ai participé à un symposium qui m'a permis de faire une publication scientifique.,5,Ressource qualifiée et accessible,"Du soutien (rencontres avec personnes qualifiées), de la formation (ateliers R et QGIS) et un soutien financier pour la communication et le réseautage",Oui,Yes
3/5/2020 11:30:50,NA,McGill University,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,M.Sc.,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,"I always struggled with statistical analysis and using R and felt that I was behind everyone else doing graduate studies in my lab. My fieldwork coincided with the graduate statistics class and I felt discouraged and overwhelmed. Taking the R workshops as well as GIS and SQL workshops made me a lot more confident and equipped to excel, especially since they were so particular to the field that I am in (I had taken statistics courses in the past that were not ecology-focused and I was never able to make the connection). It allowed me to pursue those areas in my own time, in my own way, and continue to access the material and resources to review what I learned.",5,2,"I received a QCBS award for the summer after my bachelor's degree to do fieldwork in Madagascar. Until that time my lab experience had been within the confines of 4 walls. Being able to have experience in a field setting gave me a leg up in graduate school applications. Not only did I learn a lot of field techniques, I also learned how to organize research in a remote setting and prepare adequately for any situation. These skills allowed me to independently organize my MSc fieldwork in an area only accessible by helicopter and I felt confident doing so because of the experience I had.",5,Students equipping students,Confidence and tools for my future as a biologist,Oui,No
3/5/2020 11:32:13,NA,McGill University - Macdonald Campus,Ph.D.,1 - 2 ans/years,1 - 2 ans/years,Work for UNDP Ecosystem and Biodiversity team,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,QCBS designed this very useful series of R workshop which enables me to get paper published with R analysis result. QCBS also funded me to go to conference which helps me to make contacts and advance my career.,5,1,"I used the award to go for an international conference on water management conference in Ontario, which enable me to share my research and at the same time work with other researchers through workshops. ",5,It is a wonderful network of like-minded researchers and  young scholars who unremittingly contribute to better the planet through biodiversity research and beyond. ,"I established the network, gained opportunities to exchange thoughts with top researchers, and received concrete trainings to do right research.",Oui,Yes
3/5/2020 11:32:26,NA,McGill University - Macdonald Campus,Post-Doc,1 - 2 ans/years,,,Ne s'applique pas / Does not apply,Positif / Positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,,5,1,Conference attendance in /europe,5,,,Oui,No
3/5/2020 11:33:25,NA,Université de Sherbrooke,M. Sc.,< 1 an/year,6 mois/months - 1 an/year,Je complète ma maitrise,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Ne s'applique pas / Does not apply,"Les ateliers R du CSBQ sont essentiels à la maitrise du logiciel R pour ceux qui débute leur apprentissage de la programmation. De plus, leur ressources sont disponibles en ligne, donc accessible à tous gratuitement. Je ne peux pas compter le nombre de fois où je suis allées les consulter. Chaque atelier est structuré de façon à faciliter la compréhension des concepts. De plus, le colloque annuel du CSBQ est l'un des premiers congrès auxquels assistent les nouveaux étudiants gradués. L'ambiance sympathique et chaleureuse diminue le stress ressenti par les nouveaux étudiants lors de leurs premières conférences, contribuant à leur appréciation de ce genre d'événement. ",5,0,,,"Soutien, Plateforme d'apprentissage",Le CSBQ m'a permis de me perfectionner en tant que jeune scientifique. Les ateliers et les colloques m'ont apporté plusieurs opportunités d'apprentissage. ,Oui,No
3/5/2020 11:57:52,NA,,Post-Doc,,1 - 2 ans/years,Assistant Professor - University of Waterloo (ON),Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,,4,2,"The QCBS Excellence Fellowships allowed me to attend career events that I would not have been able to attend otherwise. The most significant of those is the statistical course offred by highland stats I was attended in Edmonton. Because of this course, I was able to complete in a timely fashion analyses for my postdoctoral research.  ",5,Network of engaged Ecologist,"devllopping relationships with colleagues, training and technical support from research professionals",Oui,No
3/5/2020 12:06:05,NA,Université de Sherbrooke,M. Sc.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Provided me with valuable skill in R before taking an MSc/PhD level course in bio stats ,4,1,Conference in Belfast Ireland to present the results from my MSc,5,Community of mentors,A network of great scientists,Oui,No
3/5/2020 12:24:14,NA,McGill University,Ph.D.,> 2 ans/years,> 2 ans/years,student,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Les ateliers de R m'ont grandement aidé dans ma recherche,5,0,,,help me perform better,indépendance ,Oui,Yes
3/5/2020 12:39:13,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"The R workshop are an incredible resource for new students to review basic R knowledge, and expanding it with important tools necessary for ecological statistical analyses.",5,1,"The excellence award scholarship I got from QCBS allowed me to participate to the ESEB 2019 conference, one of the most important conferences on evolutionary biology worldwide. This allowed me listen to many notorious researchers and to know some of them, creating an invaluable working network.",5,QCBS is the most important group developing cutting-edge research on biodiversity science in Québec and probably in Canada ,"Additional knowledge in R coding, financial resources to attend international conferences, a priceless network of people sharing knowledge on many topics linked to the study and preservation of biodiversity",Oui,No
3/5/2020 12:46:41,NA,Université du Québec à Montréal,M. Sc.,1 - 2 ans/years,,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Great opportunity to communicate with differing fields about respective researches.,4,0,,,,Communication experience,Oui,No
3/5/2020 13:02:20,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,,,Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,,4,0,,3,R help,Access to training,Oui,No
3/5/2020 13:04:29,NA,McGill University - Macdonald Campus,Ph.D.,> 2 ans/years,> 2 ans/years,PhD,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"The QCBS is one of the only resource for data analysis for Mac Donald campus graduate students. It help me quiet a lot, as per the workshop or personal meeting with the QBCS biologist.",4,1,travel grant,5,support - community,support,Oui,No
3/5/2020 13:38:16,NA,Université de Sherbrooke,,,,,,,,,,,,,,,,,Oui,
3/5/2020 13:40:08,NA,McGill University,M. Sc.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,"The R workshops were an essential resource as I learned to use R for my M.Sc. The QCBS workshops were excellent primers on the statistics used in modern ecology. In particular, I benefited from the generalized modelling and mixed-modelling workshops. ",4,0,,,Network for collaboration,Understanding of R and mixed modelling via workshops and access to a network of biodiversity scientists via QCBS annual symposia. ,Oui,No
3/5/2020 13:51:04,NA,McGill University,,< 1 an/year,< 6 mois/months,I am an undergraduate student planning on continuing my studies after my Bachelor degree,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Positif / Positive,,5,1,"The award financially supported me, as an undergraduate student, to participate in research for four months over the summer. I am extremely grateful for the experience, as it has truly taught me useful skills and shaped my research interests.",5,A community to learn from,Personal research experience and exposure to biodiversity-related research being done by others in the Montreal area. ,Oui,No
3/5/2020 13:53:50,NA,McGill University,Ph.D.,> 2 ans/years,< 6 mois/months,Program coordinator at McGill ,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Neutre / Neutral,Neutre / Neutral,Positif / Positive,R workshops usefulness for life ,4,3 or more,I used the money to do field work and internships abroad. Without this support I could not have finished my project ,5,A network of current and future scientists ,Programming skills,Oui,Yes
3/5/2020 13:59:02,NA,McGill University,Ph.D.,1 - 2 ans/years,,,Positif / Positive,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,,5,0,,4,,,Oui,No
3/5/2020 14:09:27,NA,Université du Québec à Rimouski,Post-Doc,1 - 2 ans/years,,,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,,4,1,Travel costs to attend a meeting for research planning,4,Vital source of funding,The opportunity to share my research,Oui,No
3/5/2020 14:27:23,NA,Concordia University,Post-Doc,> 2 ans/years,,,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"By teaching QCBS R Workshops, I have developed my skills in teaching, especially teaching quantitative concepts. I am pursuing a career in post-secondary education, so this experience has been highly valuable. ",5,3 or more,I have attended conferences and workshops which have helped me to develop and disseminate my research. ,5,A supportive and engaged community,,Oui,No
3/5/2020 16:04:20,NA,Université du Québec à Montréal,Ph.D.,> 2 ans/years,,,Ne s'applique pas / Does not apply,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,J'ai participé à un atelier sur l'animation de groupe en lien avec la biodiversité (facilitation) qui a eu impact très significatif sur ma recherche et mon développement professionnel.  ,4,0,,5,"Réseau, excellence, mobilisation des savoirs scientifiques","Une opportunité de réseautage, un support pour viser l'excellence en recherche et pour mon développement professionnel.",Oui,Yes
3/5/2020 17:49:12,NA,Université de Sherbrooke,M. Sc.,> 2 ans/years,> 2 ans/years,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,"J’ai pu participer activement aux activités du regroupement et partager mes idées en tant que représentante global pendant 2 ans. Les ateliers, le colloque et toutes les autres activités ont induit chez moi un fort sentiment d’appartenance. ",5,1,J’ai présenté mes résultats de recherche dans un congrès d’envergure internationale en Colombie,4,"Appartenance, excellence, contact",Un excellent complément à ma formation et une grande opportunité de réseautage ,Oui,Yes
3/5/2020 20:32:15,NA,McGill University - Macdonald Campus,M. Sc.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,"QCBS gives important workshops in difficult statistical/GIS/ecology programs not readily available elsewhere: there are few courses and even fewer teachers with this expertise. Ecological datasets often have unique problems, one size does not fit all, so having access to people who will look at your dataset and suggest solutions is invaluable. ",5,0,,,Unique expertise and counsel unavailable or inaccessible elsewhere,"QCBS has kickstarted my research a number of times: when I reach an impasse, they are available to help. Because of them, I have been able to move forward in my research, and accomplish things it could have taken months to solve elsewhere. There is often little opportunity to ask for advice in an academic setting, as professors and TAs are beyond busy. ",Oui,Yes
3/5/2020 22:44:27,NA,Université de Sherbrooke,Ph.D.,> 2 ans/years,,,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,"Being student member of the QCBS completely changed my PhD experience. First it is a great ressource of learning quantitative and teaching skills through the R workshops. It also promotes a diverse group of researches to network and develop new collaborations. Finally, its grants allowed me to participate in one conference and one summer school, being essential to the development of my PhD.",5,2,"I received one award to participate in a NERC advanced training short course on stage-based demographic models in Oxford, Uk. This was a unique opportunity to learn the techniques to build the core model of my PhD project from the leading experts in this field.",5,,,Oui,No
3/6/2020 8:05:56,NA,Université du Québec à Rimouski,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,Étudiant,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Ne s'applique pas / Does not apply,Ne s'applique pas / Does not apply,"Les ateliers R du CSBQ m'ont permis de débuter mes analyses de maîtrise avant d'avoir un ""vrai"" cours offert par mon université.",4,1,"J'ai reçu une bourse pour présenter mes résultats de maîtrise dans un colloque international. Sans le soutien du CSBQ, je n'aurais pas pu assister à ce colloque.",5,"Réseau collaboratif, Science, Formation","Le CSBQ m'a apporté un support pratique (formation), un support financier essentiel (expérience colloque international) et surtout un soutien scientifique de part le réseau de chercheurs impliqués au CSBQ.",Oui,No
3/6/2020 8:35:48,NA,Université de Montréal,Ph.D.,< 1 an/year,< 6 mois/months,,Neutre / Neutral,Fortement positif / Strongly positive,Neutre / Neutral,Positif / Positive,Fortement positif / Strongly positive,,,,,,Le CSBQ représente une vitrine scientifique pour les étudiants travaillant sur les thématiques de la biologie et la biodiversité. Il s'agit d'une structure unique au Québec et celle-ci permet de réseauter les différents étudiants. Le Québec est un acteut de premier plan au niveau de ces différentes thématiques de recherche et il est nécessaire pour le FRQNT de soutenir un réseau permettant d'assurer une cohésion et une structure dans le réseau.,Réseau et support,Oui,No
3/6/2020 10:36:56,NA,Université de Montréal,Ph.D.,> 2 ans/years,> 2 ans/years,PhD,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Le colloque annuel m'a permis de présenter l'évolution de mes travaux de recherche à mes collègues du Québec. J'ai bénéficié des ateliers R lorsque j'étais à la maîtrise et j'ai ensuite pu m'impliquer activement au sein du CSBQ via ces ateliers.,5,3 or more,Bourses pour participer à des colloques et des formations. Une de ces bourses m'a permis d'aller à un cours avancé sur les analyses spatiales en Écosse.,5,des formations et des collaborations,,Oui,No
3/6/2020 11:54:07,NA,McGill University,Ph.D.,> 2 ans/years,> 2 ans/years,Thesis research,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Positif / Positive,Positif / Positive,Positif / Positive,"QCBS has allowed me to learn the current methods in data analysis, and also helped me in funding my participation in scientific activities",5,2,Travel to a conference and participate in an internship,5,Great scientific support,Knowledge and experience,Oui,No
3/6/2020 12:44:53,NA,Concordia University,Ph.D.,> 2 ans/years,> 2 ans/years,Etudiant en 3e année PhD,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Neutre / Neutral,Sans expérience antérieure en utilisation de QGIS et R je suis à ce jour capable de faire des analyses dans R et réaliser des cartes pour mes travaux sans assistance externe.,5,2,"Les appuis financiers reçus du CSBQ ont contribués significativement à ma collecte de données dans le cadre de mon projet de thèse doctorale pendant deux étés (2018 et 2019) au Cameroun. J'ai pu à ces occasions m'impregner de la gestion d'une aire protégée, entrer en contact avec d'autres chercheurs",5,"Formation, opportunités, visibilité ","La formation, le financement additionnel et la facilitation de la visibilité /contact avec d'autres chercheurs",Oui,Yes
3/6/2020 13:27:57,NA,Université du Québec en Outaouais,Ph.D.,> 2 ans/years,,,Neutre / Neutral,Neutre / Neutral,Positif / Positive,Neutre / Neutral,Neutre / Neutral,,3,1,"J'ai reçu un prix d'excellence qui m'a permis d'aller présenter mes résultats de doctorat dans un congrès aux USA. Sans cette bourse, je n'aurais pas pu y aller. Une super expérience !",5,"Multidisciplinarité, réseau",,Oui,No
3/6/2020 15:43:07,NA,McGill University,M. Sc.,1 - 2 ans/years,1 - 2 ans/years,Master's student,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,The R workshops have vastly increased the quality of my research and have also made my life a lot easier.,5,0,,,"A strong network of ecological and biodiversity centered researchers, professionals, and students ","Knowledge of R, networking in my field, possibility of awards to attend a workshop important to my research (applied for - TBD), connection of students, important knowledge from workshops",Oui,No
3/6/2020 15:54:02,NA,McGill University,Ph.D.,> 2 ans/years,,,Positif / Positive,Positif / Positive,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,,4,0,,,,,Oui,No
3/6/2020 16:00:08,NA,McGill University,Ph.D.,> 2 ans/years,< 6 mois/months,PhD student,Positif / Positive,Fortement positif / Strongly positive,Positif / Positive,Fortement positif / Strongly positive,Fortement positif / Strongly positive,It helped me analyze and interpret data for my thesis and led to important reports.,5,2,I used it to conduct field work for critical data collection of an under-sampled but key anthropogenically-affected habitat,4,Opportunity. Connectivity. Knowledge dissemination,"I've gained training, research opportunities, and insight into how scientists can make a true difference in the world in terms of working with people whilst preserving and utilizing nature. ",Oui,No
3/6/2020 16:05:15,NA,McGill University,M. Sc.,> 2 ans/years,> 2 ans/years,Just graduated!,Fortement positif / Strongly positive,Ne s'applique pas / Does not apply,Positif / Positive,Positif / Positive,Ne s'applique pas / Does not apply,R is such a vital tool for scientists these days and the R QCBS workshops were the main form of training that I got to learn it! Critical for my own project! ,5,2,"Workshop training in fish respirometry methods, which was a huge focus of my research. The equipment is pretty technical and not very user friendly so this training made a huge difference for me!",5,community & support,knowledge! skills!,Oui,No
